Cinsiyet,Şirket Konumu,Çalışma Durumu,Çalışma Şekli,Çalışan Sayısı,Deneyim,Sektör,Pozisyon,Pozisyonunuzun Ismi?.1,Aylık Net Maaş (TL),"Yıllık Ek Gelir (Prim, Bonus)",Yan Haklar
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,7-9 Yıl,Gıda ve İçecek,Ar-ge Yöneticisi,Ar-Ge Yöneticisi,51.000-60.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu"
Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,0-1 Yıl,Sağlık ve Tıp,Tedarik Zinciri Uzmanı,Tedarik Zinciri Uzmanı,41.000-50.000 TL,51.000-70.000 TL,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Diğer,Dış ticaret operasyon,Dış Ticaret Operasyon,21.000-30.000 TL,Ek gelirim yok,"Yan hakkim yok, Şirket Telefonu"
Kadın,Türkiye,Yarı zamanlı,Ofiste,1-49,5-7 Yıl,Diğer,Uzman psikolog,Uzman Psikolog,101.000-120.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Hybrid,1-49,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,İş analisti,İş Analisti,81.000-90.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,3-5 Yıl,İnşaat,Denetci,Denetci,41.000-50.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Kadın,Türkiye,Tam zamanlı,Ofiste,150-199,0-1 Yıl,Bilgi Teknolojileri ve Yazılım,Business intelligence developer,Business Intelligence Developer,21.000-30.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,9-12 Yıl,Eğitim,Öğretim görevlisi,Öğretim Görevlisi,71.000-80.000 TL,Ek gelirim yok,Özel Sağlık Sigortası
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,3-5 Yıl,Perakende ve E-tıcaret,Pazarlama Asistanı,Pazarlama Asistanı,21.000-30.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,1-3 Yıl,Dijital Medya ve Eğlence,Sosyal Medya Yöneticisi,Sosyal Medya Yöneticisi,31.000-40.000 TL,Ek gelirim yok,Yan hakkim yok
Erkek,Türkiye,Tam zamanlı,Uzaktan,50-99,7-9 Yıl,Otomotiv,Lead Control Eng ,Lead Control Eng ,120.000 TL ve üstü,71.000-90.000 TL,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Hybrid,1-49,1-3 Yıl,Diğer,Sosyal Hizmet Uzmanı,Sosyal Hizmet Uzmanı,31.000-40.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu"
Erkek,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,9-12 Yıl,Perakende ve E-tıcaret,Satış danışmanı ,Satış Danışmanı ,10.000-20.000 TL,20.000-30.000 TL,"Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,3-5 Yıl,Perakende ve E-tıcaret,Senior Growth Specialist,Senior Growth Specialist,51.000-60.000 TL,91.000-110.000 TL,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu"
Kadın,Türkiye,Tam zamanlı,Ofiste,150-199,0-1 Yıl,Diğer,Kalite Mühendisi ,Kalite Mühendisi ,21.000-30.000 TL,Ek gelirim yok,Özel Sağlık Sigortası
Erkek,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Data Analyst,Data Analyst,61.000-70.000 TL,91.000-110.000 TL,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu"
Kadın,Yurt dışı,Yarı zamanlı,Uzaktan,150-199,3-5 Yıl,Bilgi Teknolojileri ve Yazılım,Marketing Manager,Marketing Manager,51.000-60.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,1-3 Yıl,Finans ve Muhasebe,Yatırım Bankacılığı Uzmanı,Yatırım Bankacılığı Uzmanı,71.000-80.000 TL,150.000 TL ve üstü,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Kadın,Türkiye,Tam zamanlı,Ofiste,100-149,0-1 Yıl,Eğitim,İngilizce Öğretmeni,İngilizce Öğretmeni,31.000-40.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Service delivery specialist ,Service Delivery Specialist ,31.000-40.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu"
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,5-7 Yıl,Üretim,Tasarımcı,Tasarımcı,61.000-70.000 TL,20.000-30.000 TL,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Hybrid,1-49,0-1 Yıl,Mühendislik,Endüstriyel Tasarım Mühendisi,Endüstriyel Tasarım Mühendisi,21.000-30.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,İnsan kaynakları uzmanı,İnsan Kaynakları Uzmanı,31.000-40.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Yurt dışı,Tam zamanlı,Ofiste,50-99,3-5 Yıl,Turizm ve Konaklama,Muhasebe memuru,Muhasebe Memuru,41.000-50.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Eğitim,Eğitim koordinatörü,Eğitim Koordinatörü,10.000-20.000 TL,51.000-70.000 TL,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,0-1 Yıl,Bilgi Teknolojileri ve Yazılım,Business Analyst,Business Analyst,31.000-40.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,3-5 Yıl,Bilgi Teknolojileri ve Yazılım,Sr.Test Engineer ,Sr.Test Engineer ,81.000-90.000 TL,71.000-90.000 TL,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,3-5 Yıl,Mühendislik,Harita mühendisi ,Harita Mühendisi ,61.000-70.000 TL,Ek gelirim yok,Ulaşım Yardımı
Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,3-5 Yıl,Gıda ve İçecek,Müşteri geri kazanım uzmanı,Müşteri Geri Kazanım Uzmanı,31.000-40.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Ofiste,100-149,12 ve ustu,İnşaat,Muhasebe sorumlusu,Muhasebe Sorumlusu,31.000-40.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,12 ve ustu,Tekstil ve Hazır Giyim,Kıdemli bütçe ve raporlama uzmanı,Kıdemli Bütçe Ve Raporlama Uzmanı,31.000-40.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Erkek,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,0-1 Yıl,Turizm ve Konaklama,Müşteri Deneyimi Uzman Yardımcısı,Müşteri Deneyimi Uzman Yardımcısı,21.000-30.000 TL,31.000-50.000 TL,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Erkek,Türkiye,Tam zamanlı,Uzaktan,100-149,5-7 Yıl,Bilgi Teknolojileri ve Yazılım,Senior Data Scientist,Senior Data Scientist,101.000-120.000 TL,150.000 TL ve üstü,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Kadın,Türkiye,Tam zamanlı,Ofiste,150-199,1-3 Yıl,Mühendislik,Üretim Planlama Mühendisi,Üretim Planlama Mühendisi,21.000-30.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,3-5 Yıl,Mühendislik,SMMM meslek stajyeri,Smmm Meslek Stajyeri,21.000-30.000 TL,20.000-30.000 TL,"Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,3-5 Yıl,Eğitim,Fen bilimleri öğretmeni ,Fen Bilimleri Öğretmeni ,21.000-30.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,0-1 Yıl,İnşaat,Mimar,Mimar,10.000-20.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Diğer,Uluslararası Pazarlama Uzmanı,Uluslararası Pazarlama Uzmanı,31.000-40.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Yarı zamanlı,Ofiste,1-49,1-3 Yıl,Gıda ve İçecek,Satış Personeli ,Satış Personeli ,10.000-20.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,5-7 Yıl,Diğer,Avukat ,Avukat ,10.000-20.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,1-3 Yıl,Diğer,Uzman yardımcısı ,Uzman Yardımcısı ,31.000-40.000 TL,51.000-70.000 TL,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Dijitalleşme ve yazılım uzman yardımcısı ,Dijitalleşme Ve Yazılım Uzman Yardımcısı ,21.000-30.000 TL,20.000-30.000 TL,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Yarı zamanlı,Ofiste,1-49,0-1 Yıl,Tekstil ve Hazır Giyim,Satış danışmanı ,Satış Danışmanı ,10.000-20.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Hybrid,100-149,7-9 Yıl,Bilgi Teknolojileri ve Yazılım,Satış Destek ve İş Geliştirme Kıdemli Uzmanı,Satış Destek Ve İş Geliştirme Kıdemli Uzmanı,41.000-50.000 TL,91.000-110.000 TL,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Erkek,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Perakende ve E-tıcaret,Müdür yardımcısı ,Müdür Yardımcısı ,21.000-30.000 TL,20.000-30.000 TL,"Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,3-5 Yıl,İnşaat,Mimar,Mimar,21.000-30.000 TL,20.000-30.000 TL,"Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Ofiste,100-149,0-1 Yıl,Eğitim,Rehber öğretmen,Rehber Öğretmen,21.000-30.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs), Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Kadın,Türkiye,Tam zamanlı,Ofiste,150-199,0-1 Yıl,Mühendislik,Tasarim Muhendisi,Tasarim Muhendisi,10.000-20.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,5-7 Yıl,Eğitim,Öğretmen ,Öğretmen ,41.000-50.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Yurt dışı,Tam zamanlı,Hybrid,1-49,0-1 Yıl,Bilgi Teknolojileri ve Yazılım,Satış ve Pazarlama Temsilcisi,Satış Ve Pazarlama Temsilcisi,10.000-20.000 TL,20.000-30.000 TL,"Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,5-7 Yıl,Bilgi Teknolojileri ve Yazılım,Sosyal Medya Uzmanı,Sosyal Medya Uzmanı,21.000-30.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Hybrid,1-49,1-3 Yıl,Dijital Medya ve Eğlence,Seo analist,Seo Analist,21.000-30.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,İnşaat,İş güvenliği teknikeri,İş Güvenliği Teknikeri,31.000-40.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,3-5 Yıl,Sağlık ve Tıp,sosyal hizmet uzmanı,Sosyal Hizmet Uzmanı,31.000-40.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs)"
Erkek,Türkiye,Tam zamanlı,Ofiste,1-49,12 ve ustu,Finans ve Muhasebe,Mali müşavir,Mali Müşavir,41.000-50.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Çevre ve Enerji,Satış Mühendisi,Satış Mühendisi,41.000-50.000 TL,20.000-30.000 TL,"Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu, Şirket Aracı"
Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,3-5 Yıl,Diğer,İhracat Satış Uzmanı,İhracat Satış Uzmanı,41.000-50.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu"
Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,İş Analisti ,İş Analisti ,41.000-50.000 TL,Ek gelirim yok,Yan hakkim yok
Erkek,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,5-7 Yıl,İnşaat,İnşaat mühendisi,İnşaat Mühendisi,41.000-50.000 TL,51.000-70.000 TL,"Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,7-9 Yıl,Diğer,Operation manager \ vessel operator,Operation Manager \ Vessel Operator,81.000-90.000 TL,150.000 TL ve üstü,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,0-1 Yıl,Dijital Medya ve Eğlence,Dijital Ajansta Sosyal medya içerik üretici ve planlayıcısı ,Dijital Ajansta Sosyal Medya Içerik Üretici Ve Planlayıcısı ,10.000-20.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,12 ve ustu,Otomotiv,Hazine Müdürü ,Hazine Müdürü ,120.000 TL ve üstü,111.000-150.000 TL,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu, Şirket Aracı"
Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,0-1 Yıl,Sağlık ve Tıp,Tıbbi Yazar,Tıbbi Yazar,21.000-30.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,12 ve ustu,Mühendislik,Dizayn Mühendisi ,Dizayn Mühendisi ,61.000-70.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Uzaktan,50-99,3-5 Yıl,Bilgi Teknolojileri ve Yazılım,İş analisti,İş Analisti,41.000-50.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Software qa engineer,Software Qa Engineer,41.000-50.000 TL,111.000-150.000 TL,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu"
Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,5-7 Yıl,Dijital Medya ve Eğlence,Pazarlama İletişimi Yönetmeni,Pazarlama İletişimi Yönetmeni,41.000-50.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Şirket Telefonu"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Diğer,satis danısmanı,Satis Danısmanı,21.000-30.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Ux Researcher,Ux Researcher,31.000-40.000 TL,20.000-30.000 TL,"Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Diğer,Operasyon Uzmanı,Operasyon Uzmanı,10.000-20.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,0-1 Yıl,Bilgi Teknolojileri ve Yazılım,SEO ANALYST,Seo Analyst,21.000-30.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)"
Erkek,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Finans ve Muhasebe,Muhasebe Elemanı,Muhasebe Elemanı,10.000-20.000 TL,Ek gelirim yok,Ulaşım Yardımı
Erkek,Türkiye,Tam zamanlı,Uzaktan,1-49,1-3 Yıl,Finans ve Muhasebe,Yazılım mühendisi ,Yazılım Mühendisi ,41.000-50.000 TL,20.000-30.000 TL,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Yarı zamanlı,Ofiste,1-49,3-5 Yıl,Eğitim,Dil ve konuşma terapisti,Dil Ve Konuşma Terapisti,51.000-60.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,3-5 Yıl,Perakende ve E-tıcaret,saha satış destek,Saha Satış Destek,10.000-20.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,7-9 Yıl,Gıda ve İçecek,Muhasebeci,Muhasebeci,10.000-20.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Flutter developer,Flutter Developer,41.000-50.000 TL,20.000-30.000 TL,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu"
Erkek,Türkiye,Tam zamanlı,Ofiste,150-199,5-7 Yıl,Bilgi Teknolojileri ve Yazılım,Proje Yöneticisi,Proje Yöneticisi,51.000-60.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Ulaşım Yardımı, Şirket Telefonu"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Diğer,Muhasebe,Muhasebe,21.000-30.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,12 ve ustu,Bilgi Teknolojileri ve Yazılım,Senior Java Developer,Senior Java Developer,120.000 TL ve üstü,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,5-7 Yıl,Sağlık ve Tıp,Araştırmacı ,Araştırmacı ,21.000-30.000 TL,71.000-90.000 TL,Yan hakkim yok
Erkek,Türkiye,Yarı zamanlı,Hybrid,200 ve ustu,0-1 Yıl,Mühendislik,Operasyon Planlama Stajyeri,Operasyon Planlama Stajyeri,10.000-20.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,3-5 Yıl,Finans ve Muhasebe,Yatırım Uzmanı,Yatırım Uzmanı,31.000-40.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,İş Analisti,İş Analisti,61.000-70.000 TL,150.000 TL ve üstü,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Finans ve Muhasebe,Banka memuru,Banka Memuru,31.000-40.000 TL,51.000-70.000 TL,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)"
Erkek,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Abap Yazılım Danışmanı,Abap Yazılım Danışmanı,31.000-40.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,3-5 Yıl,Bilgi Teknolojileri ve Yazılım,Yazılım test mühendisi ,Yazılım Test Mühendisi ,51.000-60.000 TL,150.000 TL ve üstü,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Kadın,Türkiye,Tam zamanlı,Hybrid,1-49,5-7 Yıl,Bilgi Teknolojileri ve Yazılım,Senior customer success manager,Senior Customer Success Manager,61.000-70.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu"
Kadın,Türkiye,Tam zamanlı,Ofiste,100-149,3-5 Yıl,Sağlık ve Tıp,Hemşire,Hemşire,31.000-40.000 TL,Ek gelirim yok,Ulaşım Yardımı
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,3-5 Yıl,Mühendislik,Tasarım mühendisi,Tasarım Mühendisi,31.000-40.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Diğer,Stajyer Avukat,Stajyer Avukat,10.000-20.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Sağlık ve Tıp,Sosyal medya uzmanı,Sosyal Medya Uzmanı,21.000-30.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Tekstil ve Hazır Giyim,Satış danışmanı ,Satış Danışmanı ,21.000-30.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Hybrid,1-49,1-3 Yıl,Çevre ve Enerji,Auditor - team leader ,Auditor - Team Leader ,51.000-60.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,9-12 Yıl,Diğer,Jeoloji Mühendisi ,Jeoloji Mühendisi ,21.000-30.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Eğitim,Okul öncesi öğretmeni ,Okul Öncesi Öğretmeni ,21.000-30.000 TL,Ek gelirim yok,"Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Kadın,Türkiye,Tam zamanlı,Hybrid,50-99,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Account manager,Account Manager,31.000-40.000 TL,20.000-30.000 TL,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu, Şirket Aracı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,9-12 Yıl,Gıda ve İçecek,Kalite Müdürü,Kalite Müdürü,51.000-60.000 TL,51.000-70.000 TL,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
